,Name,Original Price,Discounted Price,Ratings,Star Ratings,Discount %
1800,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
1801,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
1802,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
1803,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
1804,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
1805,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
1806,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
1807,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
1808,M.A.C Lipstick / Mini,1100,1100,19564,3,0
1809,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
1810,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
1811,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
1812,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
1813,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
1814,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
1815,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
1816,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
1817,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
1818,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
1819,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
1820,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
1821,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
1822,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
1823,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
1824,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
1825,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
1826,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
1827,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
1828,M.A.C Lipstick / Mini,1100,1100,19564,3,0
1829,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
1830,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
1831,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
1832,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
1833,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
1834,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
1835,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
1836,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
1837,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
1838,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
1839,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
1840,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
1841,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
1842,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
1843,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
1844,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
1845,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
1846,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
1847,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
1848,M.A.C Lipstick / Mini,1100,1100,19564,3,0
1849,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
1850,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
1851,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
1852,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
1853,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
1854,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
1855,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
1856,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
1857,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
1858,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
1859,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
1860,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
1861,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
1862,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
1863,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
1864,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
1865,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
1866,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
1867,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
1868,M.A.C Lipstick / Mini,1100,1100,19564,3,0
1869,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
1870,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
1871,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
1872,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
1873,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
1874,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
1875,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
1876,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
1877,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
1878,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
1879,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
1880,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
1881,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
1882,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
1883,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
1884,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
1885,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
1886,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
1887,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
1888,M.A.C Lipstick / Mini,1100,1100,19564,3,0
1889,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
1890,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
1891,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
1892,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
1893,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
1894,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
1895,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
1896,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
1897,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
1898,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
1899,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
1900,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
1901,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
1902,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
1903,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
1904,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
1905,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
1906,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
1907,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
1908,M.A.C Lipstick / Mini,1100,1100,19564,3,0
1909,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
1910,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
1911,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
1912,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
1913,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
1914,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
1915,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
1916,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
1917,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
1918,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
1919,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
1920,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
1921,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
1922,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
1923,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
1924,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
1925,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
1926,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
1927,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
1928,M.A.C Lipstick / Mini,1100,1100,19564,3,0
1929,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
1930,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
1931,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
1932,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
1933,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
1934,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
1935,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
1936,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
1937,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
1938,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
1939,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
1940,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
1941,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
1942,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
1943,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
1944,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
1945,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
1946,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
1947,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
1948,M.A.C Lipstick / Mini,1100,1100,19564,3,0
1949,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
1950,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
1951,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
1952,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
1953,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
1954,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
1955,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
1956,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
1957,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
1958,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
1959,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
1960,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
1961,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
1962,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
1963,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
1964,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
1965,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
1966,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
1967,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
1968,M.A.C Lipstick / Mini,1100,1100,19564,3,0
1969,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
1970,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
1971,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
1972,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
1973,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
1974,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
1975,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
1976,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
1977,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
1978,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
1979,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
1980,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
1981,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
1982,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
1983,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
1984,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
1985,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
1986,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
1987,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
1988,M.A.C Lipstick / Mini,1100,1100,19564,3,0
1989,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
1990,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
1991,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
1992,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
1993,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
1994,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
1995,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
1996,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
1997,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
1998,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
1999,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
2000,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
2001,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
2002,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
2003,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
2004,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
2005,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
2006,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
2007,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
2008,M.A.C Lipstick / Mini,1100,1100,19564,3,0
2009,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
2010,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
2011,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
2012,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
2013,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
2014,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
2015,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
2016,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
2017,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
2018,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
2019,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
2020,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
2021,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
2022,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
2023,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
2024,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
2025,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
2026,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
2027,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
2028,M.A.C Lipstick / Mini,1100,1100,19564,3,0
2029,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
2030,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
2031,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
2032,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
2033,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
2034,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
2035,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
2036,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
2037,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
2038,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
2039,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
2040,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
2041,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
2042,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
2043,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
2044,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
2045,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
2046,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
2047,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
2048,M.A.C Lipstick / Mini,1100,1100,19564,3,0
2049,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
2050,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
2051,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
2052,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
2053,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
2054,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
2055,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
2056,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
2057,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
2058,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
2059,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
2060,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
2061,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
2062,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
2063,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
2064,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
2065,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
2066,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
2067,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
2068,M.A.C Lipstick / Mini,1100,1100,19564,3,0
2069,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
2070,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
2071,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
2072,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
2073,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
2074,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
2075,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
2076,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
2077,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
2078,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
2079,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
2080,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
2081,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
2082,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
2083,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
2084,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
2085,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
2086,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
2087,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
2088,M.A.C Lipstick / Mini,1100,1100,19564,3,0
2089,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
2090,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
2091,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
2092,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
2093,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
